t;VA_Fibonacci;VA_Lagrange;VB_Fibonacci;VB_Lagrange;TB_Fibonacci;TB_Lagrange
1043; 0,0421281; 0,0421252; 1,59655; 1,59655; 31,7839; 31,7838; 
1044; 0,0413326; 0,0413297; 1,59471; 1,59471; 31,7417; 31,7416; 
1045; 0,0405447; 0,0405418; 1,59288; 1,59287; 31,6994; 31,6993; 
1046; 0,0397644; 0,0397615; 1,59104; 1,59104; 31,6571; 31,657; 
1047; 0,0389917; 0,0389888; 1,5892; 1,5892; 31,6147; 31,6146; 
1048; 0,0382265; 0,0382237; 1,58736; 1,58736; 31,5723; 31,5722; 
1049; 0,0374689; 0,0374661; 1,58553; 1,58552; 31,5298; 31,5297; 
1050; 0,0367189; 0,0367161; 1,58369; 1,58369; 31,4872; 31,4871; 
1051; 0,0359765; 0,0359737; 1,58185; 1,58185; 31,4446; 31,4445; 
1052; 0,0352416; 0,0352389; 1,58001; 1,58001; 31,4019; 31,4018; 
1053; 0,0345144; 0,0345117; 1,57817; 1,57817; 31,3591; 31,359; 
1054; 0,0337947; 0,033792; 1,57633; 1,57633; 31,3163; 31,3162; 
1055; 0,0330826; 0,03308; 1,57449; 1,57449; 31,2734; 31,2733; 
1056; 0,0323781; 0,0323755; 1,57265; 1,57265; 31,2304; 31,2303; 
1057; 0,0316812; 0,0316786; 1,57081; 1,57081; 31,1874; 31,1873; 
1058; 0,0309919; 0,0309893; 1,56897; 1,56897; 31,1443; 31,1442; 
1059; 0,0303101; 0,0303075; 1,56713; 1,56713; 31,1011; 31,101; 
1060; 0,0296359; 0,0296334; 1,56529; 1,56529; 31,0579; 31,0578; 
1061; 0,0289693; 0,0289668; 1,56345; 1,56345; 31,0146; 31,0145; 
1062; 0,0283103; 0,0283078; 1,56161; 1,56161; 30,9712; 30,9711; 
1063; 0,0276589; 0,0276564; 1,55977; 1,55977; 30,9278; 30,9277; 
1064; 0,027015; 0,0270126; 1,55793; 1,55792; 30,8843; 30,8842; 
1065; 0,0263788; 0,0263764; 1,55609; 1,55608; 30,8408; 30,8407; 
1066; 0,0257501; 0,0257477; 1,55424; 1,55424; 30,7971; 30,797; 
1067; 0,025129; 0,0251266; 1,5524; 1,5524; 30,7534; 30,7533; 
1068; 0,0245155; 0,0245131; 1,55056; 1,55056; 30,7097; 30,7096; 
1069; 0,0239095; 0,0239072; 1,54872; 1,54871; 30,6659; 30,6658; 
1070; 0,0233112; 0,0233089; 1,54687; 1,54687; 30,622; 30,6219; 
1071; 0,0227204; 0,0227182; 1,54503; 1,54503; 30,578; 30,5779; 
1072; 0,0221372; 0,022135; 1,54319; 1,54319; 30,534; 30,5339; 
1073; 0,0215616; 0,0215594; 1,54135; 1,54134; 30,4899; 30,4898; 
1074; 0,0209936; 0,0209914; 1,5395; 1,5395; 30,4458; 30,4456; 
1075; 0,0204331; 0,020431; 1,53766; 1,53766; 30,4015; 30,4014; 
1076; 0,0198803; 0,0198782; 1,53582; 1,53581; 30,3572; 30,3571; 
1077; 0,019335; 0,0193329; 1,53397; 1,53397; 30,3129; 30,3128; 
1078; 0,0187973; 0,0187952; 1,53213; 1,53212; 30,2684; 30,2683; 
1079; 0,0182672; 0,0182652; 1,53028; 1,53028; 30,2239; 30,2238; 
1080; 0,0177446; 0,0177427; 1,52844; 1,52844; 30,1794; 30,1793; 
1081; 0,0172297; 0,0172277; 1,52659; 1,52659; 30,1347; 30,1346; 
1082; 0,0167223; 0,0167204; 1,52475; 1,52475; 30,09; 30,0899; 
1083; 0,0162225; 0,0162206; 1,52291; 1,5229; 30,0453; 30,0452; 
1084; 0,0157303; 0,0157285; 1,52106; 1,52106; 30,0004; 30,0003; 
1085; 0,0152457; 0,0152439; 1,51922; 1,51921; 29,9555; 29,9554; 
1086; 0,0147687; 0,0147669; 1,51737; 1,51737; 29,9105; 29,9104; 
1087; 0,0142992; 0,0142974; 1,51553; 1,51552; 29,8655; 29,8654; 
1088; 0,0138374; 0,0138356; 1,51368; 1,51368; 29,8204; 29,8203; 
1089; 0,0133831; 0,0133813; 1,51184; 1,51183; 29,7752; 29,7751; 
1090; 0,0129364; 0,0129346; 1,50999; 1,50999; 29,7299; 29,7298; 
1091; 0,0124972; 0,0124955; 1,50815; 1,50814; 29,6846; 29,6845; 
1092; 0,0120657; 0,012064; 1,5063; 1,5063; 29,6392; 29,6391; 
1093; 0,0116417; 0,0116401; 1,50446; 1,50445; 29,5937; 29,5936; 
1094; 0,0112253; 0,0112237; 1,50261; 1,50261; 29,5482; 29,5481; 
1095; 0,0108165; 0,010815; 1,50076; 1,50076; 29,5026; 29,5025; 
1096; 0,0104153; 0,0104138; 1,49892; 1,49892; 29,4569; 29,4568; 
1097; 0,0100217; 0,0100202; 1,49707; 1,49707; 29,4112; 29,411; 
1098; 0,00963565; 0,00963416; 1,49523; 1,49522; 29,3653; 29,3652; 
1099; 0,00925719; 0,00925572; 1,49338; 1,49338; 29,3195; 29,3193; 
1100; 0,0088863; 0,00888487; 1,49154; 1,49153; 29,2735; 29,2734; 
1101; 0,008523; 0,00852159; 1,48969; 1,48969; 29,2275; 29,2273; 
1102; 0,00816728; 0,0081659; 1,48784; 1,48784; 29,1814; 29,1812; 
1103; 0,00781914; 0,00781779; 1,486; 1,48599; 29,1352; 29,1351; 
1104; 0,00747859; 0,00747727; 1,48415; 1,48415; 29,0889; 29,0888; 
1105; 0,00714561; 0,00714432; 1,48231; 1,4823; 29,0426; 29,0425; 
1106; 0,00682022; 0,00681896; 1,48046; 1,48046; 28,9962; 28,9961; 
1107; 0,00650241; 0,00650118; 1,47862; 1,47861; 28,9498; 28,9496; 
1108; 0,00619219; 0,00619098; 1,47677; 1,47677; 28,9032; 28,9031; 
1109; 0,00588954; 0,00588837; 1,47492; 1,47492; 28,8566; 28,8565; 
1110; 0,00559448; 0,00559333; 1,47308; 1,47307; 28,8099; 28,8098; 
1111; 0,005307; 0,00530588; 1,47123; 1,47123; 28,7632; 28,763; 
1112; 0,00502711; 0,00502602; 1,46939; 1,46938; 28,7163; 28,7162; 
1113; 0,00475479; 0,00475373; 1,46754; 1,46754; 28,6694; 28,6693; 
1114; 0,00449006; 0,00448903; 1,4657; 1,46569; 28,6225; 28,6223; 
1115; 0,00423291; 0,00423191; 1,46385; 1,46385; 28,5754; 28,5753; 
1116; 0,00398334; 0,00398237; 1,462; 1,462; 28,5283; 28,5282; 
1117; 0,00374136; 0,00374041; 1,46016; 1,46015; 28,4811; 28,481; 
1118; 0,00350695; 0,00350604; 1,45831; 1,45831; 28,4338; 28,4337; 
1119; 0,00328013; 0,00327925; 1,45647; 1,45646; 28,3865; 28,3864; 
1120; 0,00306089; 0,00306004; 1,45462; 1,45462; 28,3391; 28,3389; 
1121; 0,00284924; 0,00284841; 1,45278; 1,45277; 28,2916; 28,2914; 
1122; 0,00264517; 0,00264437; 1,45093; 1,45093; 28,244; 28,2439; 
1123; 0,00244867; 0,00244791; 1,44909; 1,44908; 28,1964; 28,1962; 
1124; 0,00225977; 0,00225903; 1,44724; 1,44724; 28,1487; 28,1485; 
1125; 0,00207844; 0,00207773; 1,4454; 1,44539; 28,1009; 28,1007; 
1126; 0,00190469; 0,00190401; 1,44355; 1,44355; 28,053; 28,0529; 
1127; 0,00173853; 0,00173788; 1,44171; 1,4417; 28,0051; 28,0049; 
1128; 0,00157995; 0,00157933; 1,43986; 1,43986; 27,957; 27,9569; 
1129; 0,00142896; 0,00142837; 1,43802; 1,43801; 27,9089; 27,9088; 
1130; 0,00128554; 0,00128498; 1,43617; 1,43617; 27,8608; 27,8606; 
1131; 0,00114971; 0,00114918; 1,43433; 1,43432; 27,8125; 27,8124; 
1132; 0,00102146; 0,00102096; 1,43248; 1,43248; 27,7642; 27,7641; 
1133; 0,00090079; 0,00090032; 1,43064; 1,43064; 27,7158; 27,7157; 
1134; 0,000787705; 0,000787264; 1,4288; 1,42879; 27,6673; 27,6672; 
1135; 0,000682201; 0,000681791; 1,42695; 1,42695; 27,6188; 27,6186; 
1136; 0,00058428; 0,000583901; 1,42511; 1,4251; 27,5702; 27,57; 
1137; 0,000493942; 0,000493593; 1,42327; 1,42326; 27,5215; 27,5213; 
1138; 0,000411186; 0,000410867; 1,42142; 1,42142; 27,4727; 27,4725; 
1139; 0,000336012; 0,000335723; 1,41958; 1,41957; 27,4238; 27,4237; 
1140; 0,000268421; 0,000268162; 1,41774; 1,41773; 27,3749; 27,3747; 
1141; 0,000208412; 0,000208184; 1,41589; 1,41589; 27,3259; 27,3257; 
1142; 0,000155985; 0,000155788; 1,41405; 1,41405; 27,2768; 27,2766; 
1143; 0,000111141; 0,000110975; 1,41221; 1,4122; 27,2276; 27,2275; 
1144; 7,38805e-05; 7,37446e-05; 1,41036; 1,41036; 27,1784; 27,1782; 
1145; 4,42034e-05; 4,40982e-05; 1,40852; 1,40852; 27,129; 27,1289; 
1146; 2,21132e-05; 2,20388e-05; 1,40668; 1,40668; 27,0796; 27,0795; 
1147; 7,62926e-06; 7,58594e-06; 1,40484; 1,40483; 27,0301; 27,03; 
1148; 1,07249e-06; 1,05392e-06; 1,403; 1,40299; 26,9806; 26,9804; 
1149; -9,4394e-07; -9,44983e-07; 1,40116; 1,40115; 26,931; 26,9309; 
1150; -9,4394e-07; -9,44983e-07; 1,39932; 1,39932; 26,8817; 26,8816; 
1151; -9,4394e-07; -9,44983e-07; 1,3975; 1,39749; 26,8327; 26,8325; 
1152; -9,4394e-07; -9,44983e-07; 1,39568; 1,39568; 26,7839; 26,7838; 
1153; -9,4394e-07; -9,44983e-07; 1,39387; 1,39387; 26,7355; 26,7353; 
1154; -9,4394e-07; -9,44983e-07; 1,39207; 1,39206; 26,6873; 26,6871; 
1155; -9,4394e-07; -9,44983e-07; 1,39027; 1,39027; 26,6394; 26,6392; 
1156; -9,4394e-07; -9,44983e-07; 1,38849; 1,38848; 26,5918; 26,5916; 
1157; -9,4394e-07; -9,44983e-07; 1,38671; 1,3867; 26,5444; 26,5443; 
1158; -9,4394e-07; -9,44983e-07; 1,38493; 1,38493; 26,4974; 26,4972; 
1159; -9,4394e-07; -9,44983e-07; 1,38317; 1,38317; 26,4506; 26,4505; 
1160; -9,4394e-07; -9,44983e-07; 1,38141; 1,38141; 26,4041; 26,404; 
1161; -9,4394e-07; -9,44983e-07; 1,37966; 1,37966; 26,3579; 26,3578; 
1162; -9,4394e-07; -9,44983e-07; 1,37792; 1,37792; 26,3119; 26,3118; 
1163; -9,4394e-07; -9,44983e-07; 1,37619; 1,37618; 26,2663; 26,2661; 
1164; -9,4394e-07; -9,44983e-07; 1,37446; 1,37446; 26,2209; 26,2207; 
1165; -9,4394e-07; -9,44983e-07; 1,37274; 1,37274; 26,1758; 26,1756; 
1166; -9,4394e-07; -9,44983e-07; 1,37103; 1,37102; 26,1309; 26,1308; 
1167; -9,4394e-07; -9,44983e-07; 1,36932; 1,36932; 26,0863; 26,0862; 
1168; -9,4394e-07; -9,44983e-07; 1,36762; 1,36762; 26,042; 26,0419; 
1169; -9,4394e-07; -9,44983e-07; 1,36593; 1,36593; 25,998; 25,9978; 
1170; -9,4394e-07; -9,44983e-07; 1,36425; 1,36424; 25,9542; 25,9541; 
1171; -9,4394e-07; -9,44983e-07; 1,36257; 1,36257; 25,9107; 25,9105; 
1172; -9,4394e-07; -9,44983e-07; 1,3609; 1,3609; 25,8674; 25,8673; 
1173; -9,4394e-07; -9,44983e-07; 1,35924; 1,35924; 25,8244; 25,8243; 
1174; -9,4394e-07; -9,44983e-07; 1,35759; 1,35758; 25,7817; 25,7816; 
1175; -9,4394e-07; -9,44983e-07; 1,35594; 1,35593; 25,7393; 25,7391; 
1176; -9,4394e-07; -9,44983e-07; 1,3543; 1,35429; 25,6971; 25,6969; 
1177; -9,4394e-07; -9,44983e-07; 1,35266; 1,35266; 25,6551; 25,655; 
1178; -9,4394e-07; -9,44983e-07; 1,35104; 1,35103; 25,6135; 25,6133; 
1179; -9,4394e-07; -9,44983e-07; 1,34942; 1,34941; 25,572; 25,5719; 
1180; -9,4394e-07; -9,44983e-07; 1,3478; 1,3478; 25,5309; 25,5307; 
1181; -9,4394e-07; -9,44983e-07; 1,3462; 1,34619; 25,49; 25,4898; 
1182; -9,4394e-07; -9,44983e-07; 1,3446; 1,34459; 25,4493; 25,4492; 
1183; -9,4394e-07; -9,44983e-07; 1,34301; 1,343; 25,4089; 25,4088; 
1184; -9,4394e-07; -9,44983e-07; 1,34142; 1,34142; 25,3688; 25,3686; 
1185; -9,4394e-07; -9,44983e-07; 1,33984; 1,33984; 25,3289; 25,3287; 
1186; -9,4394e-07; -9,44983e-07; 1,33827; 1,33827; 25,2892; 25,2891; 
1187; -9,4394e-07; -9,44983e-07; 1,3367; 1,3367; 25,2498; 25,2497; 
1188; -9,4394e-07; -9,44983e-07; 1,33515; 1,33514; 25,2107; 25,2105; 
1189; -9,4394e-07; -9,44983e-07; 1,3336; 1,33359; 25,1718; 25,1716; 
1190; -9,4394e-07; -9,44983e-07; 1,33205; 1,33205; 25,1331; 25,133; 
1191; -9,4394e-07; -9,44983e-07; 1,33051; 1,33051; 25,0947; 25,0946; 
1192; -9,4394e-07; -9,44983e-07; 1,32898; 1,32898; 25,0565; 25,0564; 
1193; -9,4394e-07; -9,44983e-07; 1,32746; 1,32745; 25,0186; 25,0185; 
1194; -9,4394e-07; -9,44983e-07; 1,32594; 1,32593; 24,9809; 24,9808; 
1195; -9,4394e-07; -9,44983e-07; 1,32443; 1,32442; 24,9435; 24,9434; 
1196; -9,4394e-07; -9,44983e-07; 1,32292; 1,32292; 24,9063; 24,9061; 
1197; -9,4394e-07; -9,44983e-07; 1,32142; 1,32142; 24,8693; 24,8692; 
1198; -9,4394e-07; -9,44983e-07; 1,31993; 1,31993; 24,8326; 24,8325; 
1199; -9,4394e-07; -9,44983e-07; 1,31844; 1,31844; 24,7961; 24,796; 
1200; -9,4394e-07; -9,44983e-07; 1,31697; 1,31696; 24,7598; 24,7597; 
1201; -9,4394e-07; -9,44983e-07; 1,31549; 1,31549; 24,7238; 24,7237; 
1202; -9,4394e-07; -9,44983e-07; 1,31403; 1,31402; 24,688; 24,6879; 
1203; -9,4394e-07; -9,44983e-07; 1,31257; 1,31256; 24,6524; 24,6523; 
1204; -9,4394e-07; -9,44983e-07; 1,31111; 1,31111; 24,6171; 24,617; 
1205; -9,4394e-07; -9,44983e-07; 1,30967; 1,30966; 24,582; 24,5819; 
1206; -9,4394e-07; -9,44983e-07; 1,30823; 1,30822; 24,5471; 24,547; 
1207; -9,4394e-07; -9,44983e-07; 1,30679; 1,30679; 24,5125; 24,5124; 
1208; -9,4394e-07; -9,44983e-07; 1,30536; 1,30536; 24,4781; 24,478; 
1209; -9,4394e-07; -9,44983e-07; 1,30394; 1,30394; 24,4439; 24,4438; 
1210; -9,4394e-07; -9,44983e-07; 1,30252; 1,30252; 24,4099; 24,4098; 
1211; -9,4394e-07; -9,44983e-07; 1,30111; 1,30111; 24,3762; 24,3761; 
1212; -9,4394e-07; -9,44983e-07; 1,29971; 1,29971; 24,3426; 24,3425; 
1213; -9,4394e-07; -9,44983e-07; 1,29831; 1,29831; 24,3093; 24,3092; 
1214; -9,4394e-07; -9,44983e-07; 1,29692; 1,29692; 24,2762; 24,2762; 
1215; -9,4394e-07; -9,44983e-07; 1,29554; 1,29553; 24,2434; 24,2433; 
1216; -9,4394e-07; -9,44983e-07; 1,29416; 1,29415; 24,2107; 24,2106; 
1217; -9,4394e-07; -9,44983e-07; 1,29278; 1,29278; 24,1783; 24,1782; 
1218; -9,4394e-07; -9,44983e-07; 1,29142; 1,29141; 24,1461; 24,146; 
1219; -9,4394e-07; -9,44983e-07; 1,29006; 1,29005; 24,1141; 24,114; 
1220; -9,4394e-07; -9,44983e-07; 1,2887; 1,2887; 24,0823; 24,0822; 
1221; -9,4394e-07; -9,44983e-07; 1,28735; 1,28735; 24,0507; 24,0507; 
1222; -9,4394e-07; -9,44983e-07; 1,28601; 1,28601; 24,0194; 24,0193; 
1223; -9,4394e-07; -9,44983e-07; 1,28467; 1,28467; 23,9882; 23,9881; 
1224; -9,4394e-07; -9,44983e-07; 1,28334; 1,28334; 23,9573; 23,9572; 
1225; -9,4394e-07; -9,44983e-07; 1,28202; 1,28201; 23,9266; 23,9265; 
1226; -9,4394e-07; -9,44983e-07; 1,2807; 1,28069; 23,896; 23,896; 
1227; -9,4394e-07; -9,44983e-07; 1,27938; 1,27938; 23,8657; 23,8656; 
1228; -9,4394e-07; -9,44983e-07; 1,27807; 1,27807; 23,8356; 23,8355; 
1229; -9,4394e-07; -9,44983e-07; 1,27677; 1,27677; 23,8057; 23,8056; 
1230; -9,4394e-07; -9,44983e-07; 1,27547; 1,27547; 23,776; 23,7759; 
1231; -9,4394e-07; -9,44983e-07; 1,27418; 1,27418; 23,7465; 23,7464; 
1232; -9,4394e-07; -9,44983e-07; 1,2729; 1,2729; 23,7172; 23,7171; 
1233; -9,4394e-07; -9,44983e-07; 1,27162; 1,27162; 23,6881; 23,688; 
1234; -9,4394e-07; -9,44983e-07; 1,27035; 1,27034; 23,6592; 23,6591; 
1235; -9,4394e-07; -9,44983e-07; 1,26908; 1,26907; 23,6305; 23,6304; 
1236; -9,4394e-07; -9,44983e-07; 1,26781; 1,26781; 23,602; 23,6019; 
1237; -9,4394e-07; -9,44983e-07; 1,26656; 1,26655; 23,5737; 23,5736; 
1238; -9,4394e-07; -9,44983e-07; 1,26531; 1,2653; 23,5455; 23,5455; 
1239; -9,4394e-07; -9,44983e-07; 1,26406; 1,26406; 23,5176; 23,5175; 
1240; -9,4394e-07; -9,44983e-07; 1,26282; 1,26282; 23,4899; 23,4898; 
1241; -9,4394e-07; -9,44983e-07; 1,26159; 1,26158; 23,4623; 23,4623; 
1242; -9,4394e-07; -9,44983e-07; 1,26036; 1,26035; 23,435; 23,4349; 
1243; -9,4394e-07; -9,44983e-07; 1,25913; 1,25913; 23,4078; 23,4078; 
1244; -9,4394e-07; -9,44983e-07; 1,25791; 1,25791; 23,3809; 23,3808; 
1245; -9,4394e-07; -9,44983e-07; 1,2567; 1,2567; 23,3541; 23,354; 
1246; -9,4394e-07; -9,44983e-07; 1,25549; 1,25549; 23,3275; 23,3274; 
1247; -9,4394e-07; -9,44983e-07; 1,25429; 1,25429; 23,3011; 23,301; 
1248; -9,4394e-07; -9,44983e-07; 1,25309; 1,25309; 23,2748; 23,2748; 
1249; -9,4394e-07; -9,44983e-07; 1,2519; 1,2519; 23,2488; 23,2487; 
1250; -9,4394e-07; -9,44983e-07; 1,25072; 1,25071; 23,2229; 23,2229; 
1251; -9,4394e-07; -9,44983e-07; 1,24954; 1,24953; 23,1973; 23,1972; 
1252; -9,4394e-07; -9,44983e-07; 1,24836; 1,24836; 23,1718; 23,1717; 
1253; -9,4394e-07; -9,44983e-07; 1,24719; 1,24719; 23,1464; 23,1464; 
1254; -9,4394e-07; -9,44983e-07; 1,24603; 1,24602; 23,1213; 23,1212; 
1255; -9,4394e-07; -9,44983e-07; 1,24487; 1,24486; 23,0963; 23,0963; 
1256; -9,4394e-07; -9,44983e-07; 1,24371; 1,24371; 23,0716; 23,0715; 
1257; -9,4394e-07; -9,44983e-07; 1,24256; 1,24256; 23,047; 23,0469; 
1258; -9,4394e-07; -9,44983e-07; 1,24142; 1,24141; 23,0225; 23,0224; 
1259; -9,4394e-07; -9,44983e-07; 1,24028; 1,24027; 22,9983; 22,9982; 
1260; -9,4394e-07; -9,44983e-07; 1,23914; 1,23914; 22,9742; 22,9741; 
1261; -9,4394e-07; -9,44983e-07; 1,23801; 1,23801; 22,9503; 22,9502; 
1262; -9,4394e-07; -9,44983e-07; 1,23689; 1,23689; 22,9265; 22,9264; 
1263; -9,4394e-07; -9,44983e-07; 1,23577; 1,23577; 22,9029; 22,9029; 
1264; -9,4394e-07; -9,44983e-07; 1,23466; 1,23465; 22,8795; 22,8795; 
1265; -9,4394e-07; -9,44983e-07; 1,23355; 1,23354; 22,8563; 22,8562; 
1266; -9,4394e-07; -9,44983e-07; 1,23244; 1,23244; 22,8332; 22,8331; 
1267; -9,4394e-07; -9,44983e-07; 1,23134; 1,23134; 22,8103; 22,8102; 
1268; -9,4394e-07; -9,44983e-07; 1,23025; 1,23025; 22,7876; 22,7875; 
1269; -9,4394e-07; -9,44983e-07; 1,22916; 1,22916; 22,765; 22,7649; 
1270; -9,4394e-07; -9,44983e-07; 1,22808; 1,22807; 22,7426; 22,7425; 
1271; -9,4394e-07; -9,44983e-07; 1,227; 1,22699; 22,7203; 22,7203; 
1272; -9,4394e-07; -9,44983e-07; 1,22592; 1,22592; 22,6982; 22,6982; 
1273; -9,4394e-07; -9,44983e-07; 1,22485; 1,22485; 22,6763; 22,6762; 
1274; -9,4394e-07; -9,44983e-07; 1,22379; 1,22379; 22,6545; 22,6545; 
1275; -9,4394e-07; -9,44983e-07; 1,22273; 1,22273; 22,6329; 22,6329; 
1276; -9,4394e-07; -9,44983e-07; 1,22167; 1,22167; 22,6115; 22,6114; 
1277; -9,4394e-07; -9,44983e-07; 1,22062; 1,22062; 22,5902; 22,5901; 
1278; -9,4394e-07; -9,44983e-07; 1,21958; 1,21957; 22,569; 22,569; 
1279; -9,4394e-07; -9,44983e-07; 1,21854; 1,21853; 22,548; 22,548; 
1280; -9,4394e-07; -9,44983e-07; 1,2175; 1,2175; 22,5272; 22,5271; 
1281; -9,4394e-07; -9,44983e-07; 1,21647; 1,21647; 22,5065; 22,5065; 
1282; -9,4394e-07; -9,44983e-07; 1,21544; 1,21544; 22,486; 22,4859; 
1283; -9,4394e-07; -9,44983e-07; 1,21442; 1,21442; 22,4656; 22,4656; 
1284; -9,4394e-07; -9,44983e-07; 1,2134; 1,2134; 22,4454; 22,4453; 
1285; -9,4394e-07; -9,44983e-07; 1,21239; 1,21238; 22,4253; 22,4253; 
1286; -9,4394e-07; -9,44983e-07; 1,21138; 1,21138; 22,4054; 22,4053; 
1287; -9,4394e-07; -9,44983e-07; 1,21037; 1,21037; 22,3856; 22,3855; 
1288; -9,4394e-07; -9,44983e-07; 1,20938; 1,20937; 22,366; 22,3659; 
1289; -9,4394e-07; -9,44983e-07; 1,20838; 1,20838; 22,3465; 22,3464; 
1290; -9,4394e-07; -9,44983e-07; 1,20739; 1,20739; 22,3271; 22,3271; 
1291; -9,4394e-07; -9,44983e-07; 1,2064; 1,2064; 22,3079; 22,3079; 
1292; -9,4394e-07; -9,44983e-07; 1,20542; 1,20542; 22,2889; 22,2888; 
1293; -9,4394e-07; -9,44983e-07; 1,20445; 1,20444; 22,2699; 22,2699; 
1294; -9,4394e-07; -9,44983e-07; 1,20347; 1,20347; 22,2512; 22,2511; 
1295; -9,4394e-07; -9,44983e-07; 1,20251; 1,2025; 22,2325; 22,2325; 
1296; -9,4394e-07; -9,44983e-07; 1,20154; 1,20154; 22,214; 22,214; 
1297; -9,4394e-07; -9,44983e-07; 1,20058; 1,20058; 22,1957; 22,1956; 
1298; -9,4394e-07; -9,44983e-07; 1,19963; 1,19963; 22,1775; 22,1774; 
1299; -9,4394e-07; -9,44983e-07; 1,19868; 1,19867; 22,1594; 22,1593; 
1300; -9,4394e-07; -9,44983e-07; 1,19773; 1,19773; 22,1414; 22,1414; 
1301; -9,4394e-07; -9,44983e-07; 1,19679; 1,19679; 22,1236; 22,1236; 
1302; -9,4394e-07; -9,44983e-07; 1,19585; 1,19585; 22,1059; 22,1059; 
1303; -9,4394e-07; -9,44983e-07; 1,19492; 1,19492; 22,0884; 22,0884; 
1304; -9,4394e-07; -9,44983e-07; 1,19399; 1,19399; 22,071; 22,0709; 
1305; -9,4394e-07; -9,44983e-07; 1,19306; 1,19306; 22,0537; 22,0537; 
1306; -9,4394e-07; -9,44983e-07; 1,19214; 1,19214; 22,0366; 22,0365; 
1307; -9,4394e-07; -9,44983e-07; 1,19123; 1,19122; 22,0195; 22,0195; 
1308; -9,4394e-07; -9,44983e-07; 1,19031; 1,19031; 22,0027; 22,0026; 
1309; -9,4394e-07; -9,44983e-07; 1,18941; 1,1894; 21,9859; 21,9858; 
1310; -9,4394e-07; -9,44983e-07; 1,1885; 1,1885; 21,9693; 21,9692; 
1311; -9,4394e-07; -9,44983e-07; 1,1876; 1,1876; 21,9528; 21,9527; 
1312; -9,4394e-07; -9,44983e-07; 1,18671; 1,1867; 21,9364; 21,9363; 
1313; -9,4394e-07; -9,44983e-07; 1,18582; 1,18581; 21,9201; 21,9201; 
1314; -9,4394e-07; -9,44983e-07; 1,18493; 1,18493; 21,904; 21,9039; 
1315; -9,4394e-07; -9,44983e-07; 1,18404; 1,18404; 21,888; 21,8879; 
1316; -9,4394e-07; -9,44983e-07; 1,18317; 1,18316; 21,8721; 21,8721; 
1317; -9,4394e-07; -9,44983e-07; 1,18229; 1,18229; 21,8563; 21,8563; 
1318; -9,4394e-07; -9,44983e-07; 1,18142; 1,18142; 21,8407; 21,8407; 
1319; -9,4394e-07; -9,44983e-07; 1,18055; 1,18055; 21,8252; 21,8251; 
1320; -9,4394e-07; -9,44983e-07; 1,17969; 1,17969; 21,8098; 21,8097; 
1321; -9,4394e-07; -9,44983e-07; 1,17883; 1,17883; 21,7945; 21,7945; 
1322; -9,4394e-07; -9,44983e-07; 1,17797; 1,17797; 21,7793; 21,7793; 
1323; -9,4394e-07; -9,44983e-07; 1,17712; 1,17712; 21,7643; 21,7642; 
1324; -9,4394e-07; -9,44983e-07; 1,17627; 1,17627; 21,7494; 21,7493; 
1325; -9,4394e-07; -9,44983e-07; 1,17543; 1,17543; 21,7345; 21,7345; 
1326; -9,4394e-07; -9,44983e-07; 1,17459; 1,17459; 21,7198; 21,7198; 
1327; -9,4394e-07; -9,44983e-07; 1,17375; 1,17375; 21,7053; 21,7052; 
1328; -9,4394e-07; -9,44983e-07; 1,17292; 1,17292; 21,6908; 21,6907; 
1329; -9,4394e-07; -9,44983e-07; 1,17209; 1,17209; 21,6764; 21,6764; 
1330; -9,4394e-07; -9,44983e-07; 1,17127; 1,17127; 21,6622; 21,6621; 
1331; -9,4394e-07; -9,44983e-07; 1,17045; 1,17045; 21,648; 21,648; 
1332; -9,4394e-07; -9,44983e-07; 1,16963; 1,16963; 21,634; 21,634; 
1333; -9,4394e-07; -9,44983e-07; 1,16882; 1,16882; 21,6201; 21,6201; 
1334; -9,4394e-07; -9,44983e-07; 1,16801; 1,16801; 21,6063; 21,6063; 
1335; -9,4394e-07; -9,44983e-07; 1,1672; 1,1672; 21,5926; 21,5926; 
1336; -9,4394e-07; -9,44983e-07; 1,1664; 1,1664; 21,579; 21,579; 
1337; -9,4394e-07; -9,44983e-07; 1,1656; 1,1656; 21,5655; 21,5655; 
1338; -9,4394e-07; -9,44983e-07; 1,16481; 1,16481; 21,5521; 21,5521; 
1339; -9,4394e-07; -9,44983e-07; 1,16402; 1,16402; 21,5389; 21,5388; 
1340; -9,4394e-07; -9,44983e-07; 1,16323; 1,16323; 21,5257; 21,5257; 
1341; -9,4394e-07; -9,44983e-07; 1,16245; 1,16245; 21,5126; 21,5126; 
1342; -9,4394e-07; -9,44983e-07; 1,16167; 1,16167; 21,4997; 21,4996; 
1343; -9,4394e-07; -9,44983e-07; 1,16089; 1,16089; 21,4868; 21,4868; 
1344; -9,4394e-07; -9,44983e-07; 1,16012; 1,16012; 21,4741; 21,474; 
1345; -9,4394e-07; -9,44983e-07; 1,15935; 1,15935; 21,4614; 21,4614; 
1346; -9,4394e-07; -9,44983e-07; 1,15859; 1,15858; 21,4489; 21,4488; 
1347; -9,4394e-07; -9,44983e-07; 1,15782; 1,15782; 21,4364; 21,4364; 
1348; -9,4394e-07; -9,44983e-07; 1,15707; 1,15706; 21,424; 21,424; 
